survey,country,publishedposts,num_posts,platforms,Plan Level,Products,Products_bins,country,publishedposts,num_posts,platforms,Products,Products_bins
2020-11-08,ES,0,0-100,SHOPIFY,Pro,154,100-1k,ES,0,0-100,SHOPIFY,154,100-1k
2020-11-07,US,313,100-1k,SHOPIFY,Pro,2,0-100,US,313,100-1k,SHOPIFY,2,0-100
2020-11-07,ES,1,0-100,SHOPIFY,Pro,55,0-100,ES,1,0-100,SHOPIFY,55,0-100
2020-11-07,GB,79,0-100,SHOPIFY,Pro,649,100-1k,GB,79,0-100,SHOPIFY,649,100-1k
2020-11-07,US,4,0-100,SHOPIFY,Pro,6,0-100,US,4,0-100,SHOPIFY,6,0-100
2020-11-07,GB,153,100-1k,SHOPIFY,Pro,366,100-1k,GB,153,100-1k,SHOPIFY,366,100-1k
2020-11-07,IN,0,0-100,SHOPIFY,Pro,0,0-100,IN,0,0-100,SHOPIFY,0,0-100
2020-11-07,GB,27,0-100,SHOPIFY,Pro,42,0-100,GB,27,0-100,SHOPIFY,42,0-100
2020-11-07,US,2,0-100,SHOPIFY,Pro,70,0-100,US,2,0-100,SHOPIFY,70,0-100
2020-11-07,US,120,100-1k,SHOPIFY,Pro,81,0-100,US,120,100-1k,SHOPIFY,81,0-100
2020-11-07,US,0,0-100,SHOPIFY,Pro,141,100-1k,US,0,0-100,SHOPIFY,141,100-1k
2020-11-07,NL,861,100-1k,SHOPIFY,Pro,0,0-100,NL,861,100-1k,SHOPIFY,0,0-100
2020-11-07,US,303,100-1k,SHOPIFY,Pro,65128,30k+,US,303,100-1k,SHOPIFY,65128,30k+
2020-11-07,US,5,0-100,SHOPIFY,Pro,1,0-100,US,5,0-100,SHOPIFY,1,0-100
2020-11-07,GB,0,0-100,SHOPIFY,Pro,698,100-1k,GB,0,0-100,SHOPIFY,698,100-1k
2020-11-07,US,0,0-100,SHOPIFY,Free,0,0-100,US,0,0-100,SHOPIFY,0,0-100
2020-11-07,US,0,0-100,SHOPIFY,Free,2,0-100,US,0,0-100,SHOPIFY,2,0-100
2020-11-07,US,604,100-1k,SHOPIFY,Pro,2148,1-10k,US,604,100-1k,SHOPIFY,2148,1-10k
2020-11-06,ZA,2612,1-10k,SHOPIFY,Pro,130,100-1k,ZA,2612,1-10k,SHOPIFY,130,100-1k
2020-11-06,US,107,100-1k,SHOPIFY,Pro,60,0-100,US,107,100-1k,SHOPIFY,60,0-100
2020-11-06,DE,25,0-100,SHOPIFY,Pro,768,100-1k,DE,25,0-100,SHOPIFY,768,100-1k
2020-11-06,US,0,0-100,SHOPIFY,Pro,0,0-100,US,0,0-100,SHOPIFY,0,0-100
2020-11-06,US,7788,1-10k,SHOPIFY,SuperPro,8557,1-10k,US,7788,1-10k,SHOPIFY,8557,1-10k
2020-11-06,US,0,0-100,SHOPIFY,SuperPro,42,0-100,US,0,0-100,SHOPIFY,42,0-100
2020-11-06,CN,0,0-100,SHOPIFY,Free,226,100-1k,CN,0,0-100,SHOPIFY,226,100-1k
2020-11-06,US,1,0-100,SHOPIFY,Free,19,0-100,US,1,0-100,SHOPIFY,19,0-100
2020-11-06,NULL,0,0-100,SHOPIFY,Free,89,0-100,NULL,0,0-100,SHOPIFY,89,0-100
2020-11-06,US,2,0-100,SHOPIFY,Free,7745,1-10k,US,2,0-100,SHOPIFY,7745,1-10k
2020-11-06,US,167,100-1k,SHOPIFY,Pro,123,100-1k,US,167,100-1k,SHOPIFY,123,100-1k
2020-11-06,TW,0,0-100,SHOPIFY,Pro,271,100-1k,TW,0,0-100,SHOPIFY,271,100-1k
2020-11-06,PH,374,100-1k,SHOPIFY,Pro,1411,1-10k,PH,374,100-1k,SHOPIFY,1411,1-10k
2020-11-05,US,39,0-100,SHOPIFY,Pro,66,0-100,US,39,0-100,SHOPIFY,66,0-100
2020-11-05,US,0,0-100,SHOPIFY,Free,42,0-100,US,0,0-100,SHOPIFY,42,0-100
2020-11-05,US,0,0-100,SHOPIFY,Free,7152,1-10k,US,0,0-100,SHOPIFY,7152,1-10k
2020-11-05,US,0,0-100,SHOPIFY,Free,45,0-100,US,0,0-100,SHOPIFY,45,0-100
2020-11-05,CN,0,0-100,SHOPIFY,Pro,7204,1-10k,CN,0,0-100,SHOPIFY,7204,1-10k
2020-11-05,US,177,100-1k,SHOPIFY,Pro,349,100-1k,US,177,100-1k,SHOPIFY,349,100-1k
2020-11-05,NL,670,100-1k,SHOPIFY,Pro,0,0-100,NL,670,100-1k,SHOPIFY,0,0-100
2020-11-05,US,0,0-100,SHOPIFY,Pro,0,0-100,US,0,0-100,SHOPIFY,0,0-100
2020-11-05,US,0,0-100,SHOPIFY,Free,1,0-100,US,0,0-100,SHOPIFY,1,0-100
2020-11-05,PL,0,0-100,SHOPIFY,Free,9084,1-10k,PL,0,0-100,SHOPIFY,9084,1-10k
2020-11-05,DE,0,0-100,SHOPIFY,Free,534,100-1k,DE,0,0-100,SHOPIFY,534,100-1k
2020-11-04,US,18,0-100,SHOPIFY,Free,4,0-100,US,18,0-100,SHOPIFY,4,0-100
2020-11-04,GB,1,0-100,SHOPIFY,Free,38,0-100,GB,1,0-100,SHOPIFY,38,0-100
2020-11-04,US,0,0-100,SHOPIFY,Free,0,0-100,US,0,0-100,SHOPIFY,0,0-100
2020-11-04,US,126,100-1k,SHOPIFY,Pro,411,100-1k,US,126,100-1k,SHOPIFY,411,100-1k
2020-11-04,GB,2337,1-10k,SHOPIFY,Pro,66,0-100,GB,2337,1-10k,SHOPIFY,66,0-100
2020-11-04,BR,0,0-100,SHOPIFY,Pro,1,0-100,BR,0,0-100,SHOPIFY,1,0-100
2020-11-04,US,203,100-1k,SHOPIFY,Pro,458,100-1k,US,203,100-1k,SHOPIFY,458,100-1k
2020-11-03,US,1,0-100,SHOPIFY,Pro,1,0-100,US,1,0-100,SHOPIFY,1,0-100
2020-11-03,US,359,100-1k,SHOPIFY,Pro,5,0-100,US,359,100-1k,SHOPIFY,5,0-100
2020-11-03,NULL,0,0-100,SHOPIFY,Pro,38,0-100,NULL,0,0-100,SHOPIFY,38,0-100
2020-11-03,US,0,0-100,SHOPIFY,Free,2,0-100,US,0,0-100,SHOPIFY,2,0-100
2020-11-03,US,0,0-100,SHOPIFY,Free,25,0-100,US,0,0-100,SHOPIFY,25,0-100
2020-11-02,US,0,0-100,SHOPIFY,Free,16,0-100,US,0,0-100,SHOPIFY,16,0-100
2020-11-02,US,330,100-1k,SHOPIFY,Pro,0,0-100,US,330,100-1k,SHOPIFY,0,0-100
2020-11-02,FR,8,0-100,SHOPIFY,Pro,178,100-1k,FR,8,0-100,SHOPIFY,178,100-1k
2020-11-02,US,0,0-100,SHOPIFY,Pro,624,100-1k,US,0,0-100,SHOPIFY,624,100-1k
2020-11-02,US,0,0-100,SHOPIFY,Free,1378,1-10k,US,0,0-100,SHOPIFY,1378,1-10k
2020-11-02,US,0,0-100,SHOPIFY,Free,0,0-100,US,0,0-100,SHOPIFY,0,0-100
2020-11-01,US,0,0-100,SHOPIFY,Free,17,0-100,US,0,0-100,SHOPIFY,17,0-100
2020-11-01,US,137,100-1k,SHOPIFY,Free,23,0-100,US,137,100-1k,SHOPIFY,23,0-100
2020-11-01,NULL,0,0-100,SHOPIFY,Free,265,100-1k,NULL,0,0-100,SHOPIFY,265,100-1k
2020-11-01,US,1,0-100,SHOPIFY,Free,86,0-100,US,1,0-100,SHOPIFY,86,0-100
2020-11-01,AU,0,0-100,SHOPIFY,Free,4483,1-10k,AU,0,0-100,SHOPIFY,4483,1-10k
2020-11-01,US,0,0-100,SHOPIFY,Free,26,0-100,US,0,0-100,SHOPIFY,26,0-100
2020-10-31,NL,932,100-1k,WOOCOMMERCE,Pro,6644,1-10k,NL,932,100-1k,WOOCOMMERCE,6644,1-10k
2020-10-31,NO,0,0-100,SHOPIFY,Pro,39,0-100,NO,0,0-100,SHOPIFY,39,0-100
2020-10-31,US,0,0-100,SHOPIFY,Free,0,0-100,US,0,0-100,SHOPIFY,0,0-100
2020-10-31,GB,0,0-100,SHOPIFY,Free,0,0-100,GB,0,0-100,SHOPIFY,0,0-100
2020-10-31,US,0,0-100,SHOPIFY,Free,3055,1-10k,US,0,0-100,SHOPIFY,3055,1-10k
2020-10-31,CA,0,0-100,SHOPIFY,Free,41,0-100,CA,0,0-100,SHOPIFY,41,0-100
2020-10-31,NULL,0,0-100,SHOPIFY,Free,460,100-1k,NULL,0,0-100,SHOPIFY,460,100-1k
2020-10-31,US,53,0-100,SHOPIFY,Free,201,100-1k,US,53,0-100,SHOPIFY,201,100-1k
2020-10-30,US,0,0-100,SHOPIFY,Free,2028,1-10k,US,0,0-100,SHOPIFY,2028,1-10k
2020-10-30,GB,0,0-100,SHOPIFY,Free,0,0-100,GB,0,0-100,SHOPIFY,0,0-100
2020-10-30,NULL,0,0-100,SHOPIFY,Free,0,0-100,NULL,0,0-100,SHOPIFY,0,0-100
2020-10-30,FR,0,0-100,SHOPIFY,Free,0,0-100,FR,0,0-100,SHOPIFY,0,0-100
2020-10-30,FR,0,0-100,SHOPIFY,Free,24,0-100,FR,0,0-100,SHOPIFY,24,0-100
2020-10-30,US,363,100-1k,SHOPIFY,Pro,640,100-1k,US,363,100-1k,SHOPIFY,640,100-1k
2020-10-29,TR,5632,1-10k,SHOPIFY,SuperPro,56,0-100,TR,5632,1-10k,SHOPIFY,56,0-100
2020-10-29,TR,6312,1-10k,SHOPIFY,SuperPro,6,0-100,TR,6312,1-10k,SHOPIFY,6,0-100
2020-10-29,TR,4984,1-10k,SHOPIFY,SuperPro,53,0-100,TR,4984,1-10k,SHOPIFY,53,0-100
2020-10-29,PT,375,100-1k,SHOPIFY,SuperPro,43,0-100,PT,375,100-1k,SHOPIFY,43,0-100
2020-10-29,TR,5632,1-10k,SHOPIFY,SuperPro,177,100-1k,TR,5632,1-10k,SHOPIFY,177,100-1k
2020-10-29,US,0,0-100,SHOPIFY,SuperPro,258,100-1k,US,0,0-100,SHOPIFY,258,100-1k
2020-10-29,US,0,0-100,SHOPIFY,Free,10,0-100,US,0,0-100,SHOPIFY,10,0-100
2020-10-29,DE,0,0-100,SHOPIFY,Free,72,0-100,DE,0,0-100,SHOPIFY,72,0-100
2020-10-29,PT,206,100-1k,SHOPIFY,Pro,60159,30k+,PT,206,100-1k,SHOPIFY,60159,30k+
2020-10-29,US,1,0-100,SHOPIFY,Pro,55,0-100,US,1,0-100,SHOPIFY,55,0-100
2020-10-29,US,1821,1-10k,SHOPIFY,Pro,136,100-1k,US,1821,1-10k,SHOPIFY,136,100-1k
2020-10-29,US,0,0-100,SHOPIFY,Pro,270,100-1k,US,0,0-100,SHOPIFY,270,100-1k
2020-10-29,NULL,0,0-100,SHOPIFY,Free,134,100-1k,NULL,0,0-100,SHOPIFY,134,100-1k
2020-10-28,US,0,0-100,SHOPIFY,Free,123,100-1k,US,0,0-100,SHOPIFY,123,100-1k
2020-10-28,US,5,0-100,SHOPIFY,Free,59,0-100,US,5,0-100,SHOPIFY,59,0-100
2020-10-28,US,45,0-100,SHOPIFY,Pro,64,0-100,US,45,0-100,SHOPIFY,64,0-100
2020-10-28,GB,0,0-100,SHOPIFY,Pro,43908,30k+,GB,0,0-100,SHOPIFY,43908,30k+
2020-10-28,US,99,0-100,SHOPIFY,Pro,928,100-1k,US,99,0-100,SHOPIFY,928,100-1k
2020-10-28,GB,1,0-100,SHOPIFY,Pro,32694,30k+,GB,1,0-100,SHOPIFY,32694,30k+
2020-10-28,US,1,0-100,SHOPIFY,Free,161,100-1k,US,1,0-100,SHOPIFY,161,100-1k
2020-10-28,FR,0,0-100,SHOPIFY,Free,289,100-1k,FR,0,0-100,SHOPIFY,289,100-1k
2020-10-28,US,0,0-100,SHOPIFY,Free,6,0-100,US,0,0-100,SHOPIFY,6,0-100
2020-10-28,US,71,0-100,SHOPIFY,Pro,154,100-1k,US,71,0-100,SHOPIFY,154,100-1k
2020-10-28,NULL,5080,1-10k,SHOPIFY,SuperPro,1669,1-10k,NULL,5080,1-10k,SHOPIFY,1669,1-10k
2020-10-28,US,0,0-100,SHOPIFY,SuperPro,2369,1-10k,US,0,0-100,SHOPIFY,2369,1-10k
2020-10-28,NULL,0,0-100,SHOPIFY,Free,0,0-100,NULL,0,0-100,SHOPIFY,0,0-100
2020-10-27,GB,0,0-100,SHOPIFY,Free,0,0-100,GB,0,0-100,SHOPIFY,0,0-100
2020-10-27,US,5,0-100,SHOPIFY,Free,20,0-100,US,5,0-100,SHOPIFY,20,0-100
2020-10-27,US,455,100-1k,SHOPIFY,Pro,77,0-100,US,455,100-1k,SHOPIFY,77,0-100
2020-10-27,NL,0,0-100,SHOPIFY,Pro,23,0-100,NL,0,0-100,SHOPIFY,23,0-100
2020-10-27,NULL,0,0-100,SHOPIFY,Free,80,0-100,NULL,0,0-100,SHOPIFY,80,0-100
2020-10-27,ZA,268,100-1k,SHOPIFY,Pro,328,100-1k,ZA,268,100-1k,SHOPIFY,328,100-1k
2020-10-27,GB,0,0-100,SHOPIFY,Pro,0,0-100,GB,0,0-100,SHOPIFY,0,0-100
2020-10-27,US,0,0-100,SHOPIFY,Free,12,0-100,US,0,0-100,SHOPIFY,12,0-100
2020-10-27,US,70,0-100,SHOPIFY,Free,498,100-1k,US,70,0-100,SHOPIFY,498,100-1k
2020-10-27,ES,667,100-1k,SHOPIFY,Pro,848,100-1k,ES,667,100-1k,SHOPIFY,848,100-1k
2020-10-27,GB,7,0-100,SHOPIFY,Pro,13,0-100,GB,7,0-100,SHOPIFY,13,0-100
2020-10-27,ES,1,0-100,SHOPIFY,Pro,522,100-1k,ES,1,0-100,SHOPIFY,522,100-1k
2020-10-26,US,41,0-100,SHOPIFY,Pro,183,100-1k,US,41,0-100,SHOPIFY,183,100-1k
2020-10-26,US,0,0-100,SHOPIFY,Pro,11214,10-30k,US,0,0-100,SHOPIFY,11214,10-30k
2020-10-26,NULL,0,0-100,SHOPIFY,Free,32,0-100,NULL,0,0-100,SHOPIFY,32,0-100
2020-10-26,US,2,0-100,SHOPIFY,Free,103,100-1k,US,2,0-100,SHOPIFY,103,100-1k
2020-10-26,US,0,0-100,SHOPIFY,Free,119,100-1k,US,0,0-100,SHOPIFY,119,100-1k
2020-10-26,US,12,0-100,SHOPIFY,Pro,26,0-100,US,12,0-100,SHOPIFY,26,0-100
2020-10-26,NULL,133,100-1k,SHOPIFY,Pro,131,100-1k,NULL,133,100-1k,SHOPIFY,131,100-1k
2020-10-26,ZA,0,0-100,SHOPIFY,Free,68,0-100,ZA,0,0-100,SHOPIFY,68,0-100
2020-10-26,US,0,0-100,SHOPIFY,Free,32,0-100,US,0,0-100,SHOPIFY,32,0-100
2020-10-26,TN,32,0-100,SHOPIFY,SuperPro,298,100-1k,TN,32,0-100,SHOPIFY,298,100-1k
2020-10-26,US,0,0-100,SHOPIFY,SuperPro,0,0-100,US,0,0-100,SHOPIFY,0,0-100
2020-10-26,RU,259,100-1k,SHOPIFY,Pro,1074,1-10k,RU,259,100-1k,SHOPIFY,1074,1-10k
2020-10-25,NULL,3,0-100,SHOPIFY,Pro,42,0-100,NULL,3,0-100,SHOPIFY,42,0-100
2020-10-25,GB,0,0-100,SHOPIFY,Pro,448,100-1k,GB,0,0-100,SHOPIFY,448,100-1k
2020-10-25,US,0,0-100,SHOPIFY,Free,81,0-100,US,0,0-100,SHOPIFY,81,0-100
2020-10-25,GB,582,100-1k,SHOPIFY,Pro,229,100-1k,GB,582,100-1k,SHOPIFY,229,100-1k
2020-10-25,ES,327,100-1k,SHOPIFY,Pro,36,0-100,ES,327,100-1k,SHOPIFY,36,0-100
2020-10-24,US,57,0-100,SHOPIFY,Pro,18,0-100,US,57,0-100,SHOPIFY,18,0-100
2020-10-24,GB,3,0-100,SHOPIFY,Pro,138,100-1k,GB,3,0-100,SHOPIFY,138,100-1k
2020-10-24,FR,0,0-100,SHOPIFY,Pro,1,0-100,FR,0,0-100,SHOPIFY,1,0-100
2020-10-24,US,46,0-100,SHOPIFY,Free,190,100-1k,US,46,0-100,SHOPIFY,190,100-1k
2020-10-24,GB,1494,1-10k,SHOPIFY,Pro,3279,1-10k,GB,1494,1-10k,SHOPIFY,3279,1-10k
2020-10-24,NULL,1,0-100,SHOPIFY,Pro,154,100-1k,NULL,1,0-100,SHOPIFY,154,100-1k
2020-10-24,US,0,0-100,SHOPIFY,Free,39,0-100,US,0,0-100,SHOPIFY,39,0-100
2020-10-24,US,1,0-100,SHOPIFY,Free,249,100-1k,US,1,0-100,SHOPIFY,249,100-1k
2020-10-24,US,0,0-100,SHOPIFY,Free,0,0-100,US,0,0-100,SHOPIFY,0,0-100
2020-10-23,US,285,100-1k,SHOPIFY,Pro,3210,1-10k,US,285,100-1k,SHOPIFY,3210,1-10k
2020-10-23,US,0,0-100,SHOPIFY,Pro,0,0-100,US,0,0-100,SHOPIFY,0,0-100
2020-10-23,US,17,0-100,SHOPIFY,Pro,4416,1-10k,US,17,0-100,SHOPIFY,4416,1-10k
2020-10-23,US,0,0-100,SHOPIFY,Pro,407,100-1k,US,0,0-100,SHOPIFY,407,100-1k
2020-10-23,GB,0,0-100,SHOPIFY,Free,477,100-1k,GB,0,0-100,SHOPIFY,477,100-1k
2020-10-23,GB,185,100-1k,SHOPIFY,Free,45662,30k+,GB,185,100-1k,SHOPIFY,45662,30k+
2020-10-23,US,0,0-100,SHOPIFY,Free,60,0-100,US,0,0-100,SHOPIFY,60,0-100
2020-10-23,CN,1670,1-10k,SHOPIFY,Pro,162,100-1k,CN,1670,1-10k,SHOPIFY,162,100-1k
2020-10-23,US,1302,1-10k,SHOPIFY,SuperPro,91,0-100,US,1302,1-10k,SHOPIFY,91,0-100
2020-10-23,US,1483,1-10k,SHOPIFY,SuperPro,821,100-1k,US,1483,1-10k,SHOPIFY,821,100-1k
2020-10-23,NULL,0,0-100,SHOPIFY,Pro,102,100-1k,NULL,0,0-100,SHOPIFY,102,100-1k
2020-10-23,US,0,0-100,SHOPIFY,Free,170,100-1k,US,0,0-100,SHOPIFY,170,100-1k
2020-10-23,US,164,100-1k,SHOPIFY,Pro,2221,1-10k,US,164,100-1k,SHOPIFY,2221,1-10k
2020-10-22,US,0,0-100,SHOPIFY,Pro,40,0-100,US,0,0-100,SHOPIFY,40,0-100
2020-10-22,US,0,0-100,SHOPIFY,Free,19,0-100,US,0,0-100,SHOPIFY,19,0-100
2020-10-22,MX,0,0-100,SHOPIFY,Free,128,100-1k,MX,0,0-100,SHOPIFY,128,100-1k
2020-10-22,US,189,100-1k,SHOPIFY,Pro,0,0-100,US,189,100-1k,SHOPIFY,0,0-100
2020-10-22,US,1409,1-10k,SHOPIFY,Pro,523,100-1k,US,1409,1-10k,SHOPIFY,523,100-1k
2020-10-22,US,0,0-100,SHOPIFY,Pro,8,0-100,US,0,0-100,SHOPIFY,8,0-100
2020-10-22,US,11,0-100,SHOPIFY,Free,9,0-100,US,11,0-100,SHOPIFY,9,0-100
2020-10-22,US,1366,1-10k,SHOPIFY,Pro,688,100-1k,US,1366,1-10k,SHOPIFY,688,100-1k
2020-10-22,US,0,0-100,SHOPIFY,Pro,61,0-100,US,0,0-100,SHOPIFY,61,0-100
2020-10-22,PT,0,0-100,SHOPIFY,Free,6561,1-10k,PT,0,0-100,SHOPIFY,6561,1-10k
2020-10-22,US,1,0-100,SHOPIFY,Free,3,0-100,US,1,0-100,SHOPIFY,3,0-100
2020-10-22,US,0,0-100,SHOPIFY,Free,140,100-1k,US,0,0-100,SHOPIFY,140,100-1k
2020-10-22,US,331,100-1k,SHOPIFY,Free,29,0-100,US,331,100-1k,SHOPIFY,29,0-100
2020-10-22,FR,0,0-100,SHOPIFY,Free,24,0-100,FR,0,0-100,SHOPIFY,24,0-100
2020-10-22,US,1074,1-10k,SHOPIFY,Pro,20559,10-30k,US,1074,1-10k,SHOPIFY,20559,10-30k
2020-10-22,CA,46,0-100,SHOPIFY,Pro,38,0-100,CA,46,0-100,SHOPIFY,38,0-100
2020-10-22,US,17,0-100,SHOPIFY,Free,119,100-1k,US,17,0-100,SHOPIFY,119,100-1k
2020-10-21,US,56,0-100,SHOPIFY,Pro,102,100-1k,US,56,0-100,SHOPIFY,102,100-1k
2020-10-21,US,0,0-100,SHOPIFY,Pro,183,100-1k,US,0,0-100,SHOPIFY,183,100-1k
2020-10-21,US,293,100-1k,SHOPIFY,Pro,216,100-1k,US,293,100-1k,SHOPIFY,216,100-1k
2020-10-21,US,42,0-100,SHOPIFY,Pro,127,100-1k,US,42,0-100,SHOPIFY,127,100-1k
2020-10-21,US,51,0-100,SHOPIFY,Pro,160,100-1k,US,51,0-100,SHOPIFY,160,100-1k
2020-10-21,GB,14,0-100,SHOPIFY,Pro,30,0-100,GB,14,0-100,SHOPIFY,30,0-100
2020-10-21,LU,0,0-100,SHOPIFY,Pro,127,100-1k,LU,0,0-100,SHOPIFY,127,100-1k
2020-10-21,FR,0,0-100,SHOPIFY,Free,1,0-100,FR,0,0-100,SHOPIFY,1,0-100
2020-10-21,US,2,0-100,SHOPIFY,Free,10,0-100,US,2,0-100,SHOPIFY,10,0-100
2020-10-21,US,8,0-100,SHOPIFY,Pro,46,0-100,US,8,0-100,SHOPIFY,46,0-100
2020-10-20,US,44,0-100,SHOPIFY,Pro,2985,1-10k,US,44,0-100,SHOPIFY,2985,1-10k
2020-10-20,US,0,0-100,SHOPIFY,Free,46,0-100,US,0,0-100,SHOPIFY,46,0-100
2020-10-20,IT,4,0-100,SHOPIFY,Free,49,0-100,IT,4,0-100,SHOPIFY,49,0-100
2020-10-20,AU,0,0-100,SHOPIFY,Free,0,0-100,AU,0,0-100,SHOPIFY,0,0-100
2020-10-20,US,0,0-100,SHOPIFY,Free,0,0-100,US,0,0-100,SHOPIFY,0,0-100
2020-10-20,GB,0,0-100,SHOPIFY,Free,0,0-100,GB,0,0-100,SHOPIFY,0,0-100
2020-10-20,US,6,0-100,SHOPIFY,Free,3492,1-10k,US,6,0-100,SHOPIFY,3492,1-10k
2020-10-20,US,0,0-100,SHOPIFY,Free,0,0-100,US,0,0-100,SHOPIFY,0,0-100
2020-10-20,NZ,381,100-1k,SHOPIFY,Pro,186,100-1k,NZ,381,100-1k,SHOPIFY,186,100-1k
2020-10-19,GB,0,0-100,SHOPIFY,Pro,9,0-100,GB,0,0-100,SHOPIFY,9,0-100
2020-10-19,US,1,0-100,SHOPIFY,Free,295,100-1k,US,1,0-100,SHOPIFY,295,100-1k
2020-10-19,US,731,100-1k,SHOPIFY,Pro,8340,1-10k,US,731,100-1k,SHOPIFY,8340,1-10k
2020-10-19,US,1710,1-10k,SHOPIFY,Pro,8289,1-10k,US,1710,1-10k,SHOPIFY,8289,1-10k
2020-10-19,US,859,100-1k,SHOPIFY,Pro,81,0-100,US,859,100-1k,SHOPIFY,81,0-100
2020-10-19,GB,0,0-100,SHOPIFY,Pro,0,0-100,GB,0,0-100,SHOPIFY,0,0-100
2020-10-19,US,1,0-100,SHOPIFY,Free,33,0-100,US,1,0-100,SHOPIFY,33,0-100
2020-10-19,KR,0,0-100,SHOPIFY,Free,0,0-100,KR,0,0-100,SHOPIFY,0,0-100
2020-10-19,US,117,100-1k,SHOPIFY,Pro,7734,1-10k,US,117,100-1k,SHOPIFY,7734,1-10k
2020-10-19,US,0,0-100,SHOPIFY,Pro,11,0-100,US,0,0-100,SHOPIFY,11,0-100
2020-10-19,US,0,0-100,SHOPIFY,Free,351,100-1k,US,0,0-100,SHOPIFY,351,100-1k
2020-10-19,US,0,0-100,SHOPIFY,Free,968,100-1k,US,0,0-100,SHOPIFY,968,100-1k
2020-10-19,US,0,0-100,SHOPIFY,Free,0,0-100,US,0,0-100,SHOPIFY,0,0-100
2020-10-19,US,2041,1-10k,SHOPIFY,Pro,10116,10-30k,US,2041,1-10k,SHOPIFY,10116,10-30k
2020-10-19,RU,0,0-100,SHOPIFY,Pro,0,0-100,RU,0,0-100,SHOPIFY,0,0-100
2020-10-19,US,0,0-100,SHOPIFY,Free,500,100-1k,US,0,0-100,SHOPIFY,500,100-1k
2020-10-19,ES,474,100-1k,SHOPIFY,Pro,536,100-1k,ES,474,100-1k,SHOPIFY,536,100-1k
2020-10-19,NULL,0,0-100,SHOPIFY,Pro,0,0-100,NULL,0,0-100,SHOPIFY,0,0-100
2020-10-19,NZ,45,0-100,SHOPIFY,Free,7,0-100,NZ,45,0-100,SHOPIFY,7,0-100
2020-10-19,RU,42,0-100,SHOPIFY,Pro,1035,1-10k,RU,42,0-100,SHOPIFY,1035,1-10k
2020-10-19,US,2,0-100,SHOPIFY,Pro,82,0-100,US,2,0-100,SHOPIFY,82,0-100
2020-10-19,US,0,0-100,SHOPIFY,Free,45,0-100,US,0,0-100,SHOPIFY,45,0-100
2020-10-18,US,3,0-100,SHOPIFY,Pro,201,100-1k,US,3,0-100,SHOPIFY,201,100-1k
2020-10-18,GB,0,0-100,SHOPIFY,Pro,102,100-1k,GB,0,0-100,SHOPIFY,102,100-1k
2020-10-18,IT,0,0-100,SHOPIFY,Free,55,0-100,IT,0,0-100,SHOPIFY,55,0-100
2020-10-18,US,0,0-100,SHOPIFY,Free,0,0-100,US,0,0-100,SHOPIFY,0,0-100
2020-10-18,GB,0,0-100,SHOPIFY,Free,23,0-100,GB,0,0-100,SHOPIFY,23,0-100
2020-10-18,US,0,0-100,SHOPIFY,Free,143,100-1k,US,0,0-100,SHOPIFY,143,100-1k
2020-10-18,US,0,0-100,SHOPIFY,Free,15263,10-30k,US,0,0-100,SHOPIFY,15263,10-30k
2020-10-18,FR,1,0-100,SHOPIFY,Free,122,100-1k,FR,1,0-100,SHOPIFY,122,100-1k
2020-10-18,GB,0,0-100,SHOPIFY,Free,2372,1-10k,GB,0,0-100,SHOPIFY,2372,1-10k
2020-10-18,US,245,100-1k,SHOPIFY,Free,326,100-1k,US,245,100-1k,SHOPIFY,326,100-1k
2020-10-18,US,0,0-100,SHOPIFY,Free,0,0-100,US,0,0-100,SHOPIFY,0,0-100
2020-10-18,US,23,0-100,SHOPIFY,Free,3242,1-10k,US,23,0-100,SHOPIFY,3242,1-10k
2020-10-18,US,1,0-100,SHOPIFY,Free,244,100-1k,US,1,0-100,SHOPIFY,244,100-1k
2020-10-18,US,407,100-1k,SHOPIFY,Pro,2282,1-10k,US,407,100-1k,SHOPIFY,2282,1-10k
2020-10-18,DE,4,0-100,SHOPIFY,Pro,33,0-100,DE,4,0-100,SHOPIFY,33,0-100
2020-10-17,US,1,0-100,SHOPIFY,Free,34,0-100,US,1,0-100,SHOPIFY,34,0-100
2020-10-17,US,0,0-100,SHOPIFY,Free,12,0-100,US,0,0-100,SHOPIFY,12,0-100
2020-10-17,US,25,0-100,SHOPIFY,Pro,428,100-1k,US,25,0-100,SHOPIFY,428,100-1k
2020-10-17,FR,10,0-100,SHOPIFY,Pro,155,100-1k,FR,10,0-100,SHOPIFY,155,100-1k
2020-10-17,419,7,0-100,SHOPIFY,Pro,22,0-100,419,7,0-100,SHOPIFY,22,0-100
2020-10-17,US,0,0-100,SHOPIFY,Pro,489,100-1k,US,0,0-100,SHOPIFY,489,100-1k
2020-10-17,US,0,0-100,SHOPIFY,Free,0,0-100,US,0,0-100,SHOPIFY,0,0-100
2020-10-17,IT,0,0-100,SHOPIFY,Free,67,0-100,IT,0,0-100,SHOPIFY,67,0-100
2020-10-17,US,1,0-100,SHOPIFY,Free,134,100-1k,US,1,0-100,SHOPIFY,134,100-1k
2020-10-17,US,6,0-100,SHOPIFY,Free,840,100-1k,US,6,0-100,SHOPIFY,840,100-1k
2020-10-16,US,96,0-100,SHOPIFY,Pro,944,100-1k,US,96,0-100,SHOPIFY,944,100-1k
2020-10-16,NULL,0,0-100,SHOPIFY,Pro,225,100-1k,NULL,0,0-100,SHOPIFY,225,100-1k
